Id,Name,Birthdate,CountryId,CountryName,DraftYear,PositionId,PositionName,Height,Weight,School,Photo,Biography,Seasons,Teams
1626174,Christian Wood,1995-09-27T00:00:00,US,United States,2015.0,F,Forward,6-9,214,UNLV,,,"[{'Id': 2015, 'Season': '2015-16'}, {'Id': 2016, 'Season': '2016-17'}, {'Id': 2018, 'Season': '2018-19'}, {'Id': 2019, 'Season': '2019-20'}, {'Id': 2020, 'Season': '2020-21'}, {'Id': 2021, 'Season': '2021-22'}, {'Id': 2022, 'Season': '2022-23'}]","[{'Id': 1610612766, 'Acronym': 'CHA', 'Name': 'Charlotte Bobcats', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 5, 'DivisionName': 'Southeast', 'StateId': 'NC', 'StateName': 'North Carolina', 'City': 'Charlotte', 'Logo': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVf31CN8MCpmRltT6N-GXW0LsZtNZIAjKbI8UA-1wxgg&s', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612742, 'Acronym': 'DAL', 'Name': 'Dallas Mavericks', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 6, 'DivisionName': 'Southwest', 'StateId': 'TX', 'StateName': 'Texas', 'City': 'Dallas', 'Logo': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROztQ8rKmG98ie2t1plfgwx1eTiS8a8_m0EOnDl_zzGg&s', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612765, 'Acronym': 'DET', 'Name': 'Detroit Pistons', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 2, 'DivisionName': 'Central', 'StateId': 'MI', 'StateName': 'Michigan', 'City': 'Detroit', 'Logo': 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Logo_of_the_Detroit_Pistons.svg', 'History': 'The Detroit Pistons are an American professional basketball team based in Detroit. The Pistons compete in the National Basketball Association (NBA) as a member of the Central Division of the Eastern Conference. The team plays its home games at Little Caesars Arena, located in Midtown Detroit. Founded in Fort Wayne, Indiana as a semi-professional company basketball team called the Fort Wayne Zollner Pistons in 1937, they would turn pro in 1941 as a member of the National Basketball League (NBL), where they won two NBL championships: in 1944 and 1945. The Pistons later joined the Basketball Association of America (BAA) in 1948. The NBL and BAA merged to become the NBA in 1949, and the Pistons became part of the merged league.[1][8] In 1957, the franchise moved to Detroit. The Pistons have won three NBA championships: in 1989, 1990 and 2004.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612745, 'Acronym': 'HOU', 'Name': 'Houston Rockets', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 6, 'DivisionName': 'Southwest', 'StateId': 'TX', 'StateName': 'Texas', 'City': 'Houston', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Rockets.svg', 'History': 'The Houston Rockets are an American professional basketball team based in Houston. The Rockets compete in the National Basketball Association (NBA) as a member of the Southwest Division of the Western Conference. The team plays its home games at the Toyota Center, located in Downtown Houston. Throughout its history, Houston has won two NBA championships and four Western Conference titles. It was established in 1967 as the San Diego Rockets, an expansion team originally based in San Diego. In 1971, the Rockets relocated to Houston.\r\n\r\nThe Rockets won only 15 games in their debut season as a franchise in 1967. In the 1968 NBA draft, the Rockets were awarded the first overall pick and selected power forward Elvin Hayes, who would lead the team to its first playoff appearance in his rookie season. The Rockets did not finish a season with a winning record for almost a decade until the 1976–77 season, when they traded for All-Star center Moses Malone from the American Basketball Association (ABA). Malone went on to win the NBA Most Valuable Player (MVP) award twice while playing with the Rockets and led Houston to the Eastern Conference Finals in his first year with the team. During the 1980–81 season, the Rockets finished the regular season with a 40–42 record but still made the playoffs. Led by Malone, the Rockets reached their first NBA Finals in 1981, becoming only the second team in NBA history to do so with a losing record. They would lose in six games to the 62–20 Boston Celtics, led by Larry Bird, Robert Parish, and future Rockets head coach Kevin McHale. As of 2023, the 1980–81 Rockets are the last team since the 1958–59 Minneapolis Lakers to make it all the way to the NBA Finals with a losing record.\r\n\r\nIn the 1984 NBA draft, once again with the first overall pick, the Rockets drafted center Hakeem Olajuwon, who would become the cornerstone of the most successful period in franchise history. Paired with 7-foot-4-inch (2.24 m) Ralph Sampson, they formed one of the tallest front courts in the NBA. Nicknamed the ""Twin Towers"", they led the team to the 1986 NBA Finals—the second NBA Finals appearance in franchise history—where Houston was again defeated by Larry Bird and the 67-win Boston Celtics. The Rockets continued to reach the playoffs throughout the 1980s, but failed to advance past the first round for several years following a second-round defeat to the Seattle SuperSonics in 1987. Rudy Tomjanovich took over as head coach midway through the 1991–92 season, ushering in the most successful period in franchise history. Led by Olajuwon, the Rockets dominated the 1993–94 season, setting a then-franchise record 58 wins and went to the 1994 NBA Finals—the third NBA Finals appearance in franchise history—and won the franchise\'s first championship against Patrick Ewing and the New York Knicks. During the following season, reinforced by another All-Star, Clyde Drexler, the Rockets—in their fourth NBA Finals appearance in franchise history—repeated as champions with a four-game sweep of the Orlando Magic, which was led by a young Shaquille O\'Neal and Penny Hardaway. Houston, which finished the season with a 47–35 record and was seeded sixth in the Western Conference during the 1995 playoffs, became the lowest-seeded team in NBA history to win the title.\r\n\r\nThe Rockets acquired all-star power forward Charles Barkley in 1996, but the presence of three of the NBA\'s 50 greatest players of all-time (Olajuwon, Drexler, and Barkley) was not enough to propel Houston past the Western Conference Finals. Each one of the aging trio had left the team by 2001. The Rockets of the early 2000s, led by superstars Tracy McGrady and Yao Ming, followed the trend of consistent regular season respectability followed by playoff underachievement as both players struggled with injuries. After Yao\'s early retirement in 2011, the Rockets entered a period of rebuilding, completely dismantling and retooling their roster.\r\n\r\nThe acquisition of franchise player James Harden in 2012 launched the Rockets back into perennial championship contention throughout the rest of the 2010s, with no losing seasons in Harden\'s nine-season tenure with the team. Harden broke countless franchise and NBA records while on the team, winning three consecutive scoring titles between 2018 and 2020, and leading the team to two Western Conference Finals appearances (both times losing to the Golden State Warriors). Prior to the 2020–21 season, head coach Mike D\'Antoni and general manager Daryl Morey left the organization, prompting Harden to seek a trade. He was traded to the Brooklyn Nets[A] which started a rebuilding period.\r\n\r\nMoses Malone, Hakeem Olajuwon, and James Harden have been named the NBA\'s MVPs while playing for the Rockets, for a total of four MVP awards. The Rockets, when piloted by Morey, were renowned for popularizing the use of advanced statistical analytics (similar to sabermetrics in baseball) in player acquisitions and style of play.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612740, 'Acronym': 'NOP', 'Name': 'New Orleans Pelicans', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 6, 'DivisionName': 'Southwest', 'StateId': 'LA', 'StateName': 'Louisiana', 'City': 'New Orleans', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/0/0d/New_Orleans_Pelicans_logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612755, 'Acronym': 'PHI', 'Name': 'Philadelphia 76ers', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 1, 'DivisionName': 'Atlantic', 'StateId': None, 'StateName': None, 'City': 'Philadelphia', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}]"
76021,Chuck Aleksinas,,,,,,,,,,,,"[{'Id': 1984, 'Season': '1984-85'}]","[{'Id': 1610612744, 'Acronym': 'GOS', 'Name': 'Golden State Warriors', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 4, 'DivisionName': 'Pacific', 'StateId': 'CA', 'StateName': 'California', 'City': 'San Francisco', 'Logo': 'https://cdn.nba.com/logos/nba/1610612744/global/D/logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}]"
76442,Chuck Cooper,,,,,,,,,,,,"[{'Id': 1951, 'Season': '1951-52'}, {'Id': 1952, 'Season': '1952-53'}, {'Id': 1953, 'Season': '1953-54'}, {'Id': 1954, 'Season': '1954-55'}, {'Id': 1955, 'Season': '1955-56'}]","[{'Id': 1610612738, 'Acronym': 'BOS', 'Name': 'Boston Celtics', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 1, 'DivisionName': 'Atlantic', 'StateId': 'MA', 'StateName': 'Massachusetts', 'City': 'Boston', 'Logo': 'https://cdn.nba.com/logos/nba/1610612738/global/L/logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612765, 'Acronym': 'FTW', 'Name': 'Fort Wayne Pistons', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': None, 'DivisionName': None, 'StateId': 'IN', 'StateName': 'Indiana', 'City': 'Fort Wayne', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612737, 'Acronym': 'MIH', 'Name': 'Milwaukee Hawks', 'Color': None, 'ConferenceId': None, 'ConferenceName': None, 'DivisionId': None, 'DivisionName': None, 'StateId': 'WI', 'StateName': 'Wisconsin', 'City': 'Milwaukee', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}]"
76891,Chuck Grigsby,,,,,,,,,,,,"[{'Id': 1954, 'Season': '1954-55'}]","[{'Id': 1610612752, 'Acronym': 'NYK', 'Name': 'New York Knicks', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 1, 'DivisionName': 'Atlantic', 'StateId': 'NY', 'StateName': 'New York', 'City': 'New York', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png', 'History': None, 'Players': 0, 'Seasons': 0}]"
101236,Chuck Hayes,,,,,,,,,,,,"[{'Id': 2005, 'Season': '2005-06'}, {'Id': 2006, 'Season': '2006-07'}, {'Id': 2007, 'Season': '2007-08'}, {'Id': 2008, 'Season': '2008-09'}, {'Id': 2009, 'Season': '2009-10'}, {'Id': 2010, 'Season': '2010-11'}, {'Id': 2011, 'Season': '2011-12'}, {'Id': 2012, 'Season': '2012-13'}, {'Id': 2013, 'Season': '2013-14'}, {'Id': 2014, 'Season': '2014-15'}, {'Id': 2015, 'Season': '2015-16'}]","[{'Id': 1610612745, 'Acronym': 'HOU', 'Name': 'Houston Rockets', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 6, 'DivisionName': 'Southwest', 'StateId': 'TX', 'StateName': 'Texas', 'City': 'Houston', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Rockets.svg', 'History': 'The Houston Rockets are an American professional basketball team based in Houston. The Rockets compete in the National Basketball Association (NBA) as a member of the Southwest Division of the Western Conference. The team plays its home games at the Toyota Center, located in Downtown Houston. Throughout its history, Houston has won two NBA championships and four Western Conference titles. It was established in 1967 as the San Diego Rockets, an expansion team originally based in San Diego. In 1971, the Rockets relocated to Houston.\r\n\r\nThe Rockets won only 15 games in their debut season as a franchise in 1967. In the 1968 NBA draft, the Rockets were awarded the first overall pick and selected power forward Elvin Hayes, who would lead the team to its first playoff appearance in his rookie season. The Rockets did not finish a season with a winning record for almost a decade until the 1976–77 season, when they traded for All-Star center Moses Malone from the American Basketball Association (ABA). Malone went on to win the NBA Most Valuable Player (MVP) award twice while playing with the Rockets and led Houston to the Eastern Conference Finals in his first year with the team. During the 1980–81 season, the Rockets finished the regular season with a 40–42 record but still made the playoffs. Led by Malone, the Rockets reached their first NBA Finals in 1981, becoming only the second team in NBA history to do so with a losing record. They would lose in six games to the 62–20 Boston Celtics, led by Larry Bird, Robert Parish, and future Rockets head coach Kevin McHale. As of 2023, the 1980–81 Rockets are the last team since the 1958–59 Minneapolis Lakers to make it all the way to the NBA Finals with a losing record.\r\n\r\nIn the 1984 NBA draft, once again with the first overall pick, the Rockets drafted center Hakeem Olajuwon, who would become the cornerstone of the most successful period in franchise history. Paired with 7-foot-4-inch (2.24 m) Ralph Sampson, they formed one of the tallest front courts in the NBA. Nicknamed the ""Twin Towers"", they led the team to the 1986 NBA Finals—the second NBA Finals appearance in franchise history—where Houston was again defeated by Larry Bird and the 67-win Boston Celtics. The Rockets continued to reach the playoffs throughout the 1980s, but failed to advance past the first round for several years following a second-round defeat to the Seattle SuperSonics in 1987. Rudy Tomjanovich took over as head coach midway through the 1991–92 season, ushering in the most successful period in franchise history. Led by Olajuwon, the Rockets dominated the 1993–94 season, setting a then-franchise record 58 wins and went to the 1994 NBA Finals—the third NBA Finals appearance in franchise history—and won the franchise\'s first championship against Patrick Ewing and the New York Knicks. During the following season, reinforced by another All-Star, Clyde Drexler, the Rockets—in their fourth NBA Finals appearance in franchise history—repeated as champions with a four-game sweep of the Orlando Magic, which was led by a young Shaquille O\'Neal and Penny Hardaway. Houston, which finished the season with a 47–35 record and was seeded sixth in the Western Conference during the 1995 playoffs, became the lowest-seeded team in NBA history to win the title.\r\n\r\nThe Rockets acquired all-star power forward Charles Barkley in 1996, but the presence of three of the NBA\'s 50 greatest players of all-time (Olajuwon, Drexler, and Barkley) was not enough to propel Houston past the Western Conference Finals. Each one of the aging trio had left the team by 2001. The Rockets of the early 2000s, led by superstars Tracy McGrady and Yao Ming, followed the trend of consistent regular season respectability followed by playoff underachievement as both players struggled with injuries. After Yao\'s early retirement in 2011, the Rockets entered a period of rebuilding, completely dismantling and retooling their roster.\r\n\r\nThe acquisition of franchise player James Harden in 2012 launched the Rockets back into perennial championship contention throughout the rest of the 2010s, with no losing seasons in Harden\'s nine-season tenure with the team. Harden broke countless franchise and NBA records while on the team, winning three consecutive scoring titles between 2018 and 2020, and leading the team to two Western Conference Finals appearances (both times losing to the Golden State Warriors). Prior to the 2020–21 season, head coach Mike D\'Antoni and general manager Daryl Morey left the organization, prompting Harden to seek a trade. He was traded to the Brooklyn Nets[A] which started a rebuilding period.\r\n\r\nMoses Malone, Hakeem Olajuwon, and James Harden have been named the NBA\'s MVPs while playing for the Rockets, for a total of four MVP awards. The Rockets, when piloted by Morey, were renowned for popularizing the use of advanced statistical analytics (similar to sabermetrics in baseball) in player acquisitions and style of play.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612746, 'Acronym': 'LAC', 'Name': 'LA Clippers', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 4, 'DivisionName': 'Pacific', 'StateId': 'CA', 'StateName': 'California', 'City': 'Los Angeles', 'Logo': 'https://cdn.nba.com/logos/nba/1610612746/global/L/logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612758, 'Acronym': 'SAC', 'Name': 'Sacramento Kings', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 4, 'DivisionName': 'Pacific', 'StateId': None, 'StateName': None, 'City': 'Sacramento', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612761, 'Acronym': 'TOR', 'Name': 'Toronto Raptors', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 1, 'DivisionName': 'Atlantic', 'StateId': None, 'StateName': None, 'City': 'Toronto', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}]"
77416,Chuck Lowery,,,,,,,,,,,,"[{'Id': 1971, 'Season': '1971-72'}]","[{'Id': 1610612749, 'Acronym': 'MIL', 'Name': 'Milwaukee Bucks', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 2, 'DivisionName': 'Central', 'StateId': 'WI', 'StateName': 'Wisconsin', 'City': 'Milwaukee', 'Logo': 'https://cdn.nba.com/logos/nba/1610612749/global/L/logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}]"
77579,Chuck Mencel,,,,,,,,,,,,"[{'Id': 1955, 'Season': '1955-56'}, {'Id': 1956, 'Season': '1956-57'}]","[{'Id': 1610612747, 'Acronym': 'MNL', 'Name': 'Minneapolis Lakers', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': None, 'DivisionName': None, 'StateId': 'MN', 'StateName': 'Minnesota', 'City': 'Minnesota', 'Logo': 'https://cdn.ssref.net/req/202308241/tlogo/bbr/MNL-1952.png', 'History': None, 'Players': 0, 'Seasons': 0}]"
77707,Chuck Nevitt,,,,,,,,,,,,"[{'Id': 1982, 'Season': '1982-83'}, {'Id': 1984, 'Season': '1984-85'}, {'Id': 1985, 'Season': '1985-86'}, {'Id': 1986, 'Season': '1986-87'}, {'Id': 1987, 'Season': '1987-88'}, {'Id': 1988, 'Season': '1988-89'}, {'Id': 1989, 'Season': '1989-90'}, {'Id': 1991, 'Season': '1991-92'}, {'Id': 1993, 'Season': '1993-94'}]","[{'Id': 1610612741, 'Acronym': 'CHI', 'Name': 'Chicago Bulls', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 2, 'DivisionName': 'Central', 'StateId': 'IL', 'StateName': 'Illinois', 'City': 'Chicago', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612765, 'Acronym': 'DET', 'Name': 'Detroit Pistons', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 2, 'DivisionName': 'Central', 'StateId': 'MI', 'StateName': 'Michigan', 'City': 'Detroit', 'Logo': 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Logo_of_the_Detroit_Pistons.svg', 'History': 'The Detroit Pistons are an American professional basketball team based in Detroit. The Pistons compete in the National Basketball Association (NBA) as a member of the Central Division of the Eastern Conference. The team plays its home games at Little Caesars Arena, located in Midtown Detroit. Founded in Fort Wayne, Indiana as a semi-professional company basketball team called the Fort Wayne Zollner Pistons in 1937, they would turn pro in 1941 as a member of the National Basketball League (NBL), where they won two NBL championships: in 1944 and 1945. The Pistons later joined the Basketball Association of America (BAA) in 1948. The NBL and BAA merged to become the NBA in 1949, and the Pistons became part of the merged league.[1][8] In 1957, the franchise moved to Detroit. The Pistons have won three NBA championships: in 1989, 1990 and 2004.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612745, 'Acronym': 'HOU', 'Name': 'Houston Rockets', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 6, 'DivisionName': 'Southwest', 'StateId': 'TX', 'StateName': 'Texas', 'City': 'Houston', 'Logo': 'https://upload.wikimedia.org/wikipedia/en/2/28/Houston_Rockets.svg', 'History': 'The Houston Rockets are an American professional basketball team based in Houston. The Rockets compete in the National Basketball Association (NBA) as a member of the Southwest Division of the Western Conference. The team plays its home games at the Toyota Center, located in Downtown Houston. Throughout its history, Houston has won two NBA championships and four Western Conference titles. It was established in 1967 as the San Diego Rockets, an expansion team originally based in San Diego. In 1971, the Rockets relocated to Houston.\r\n\r\nThe Rockets won only 15 games in their debut season as a franchise in 1967. In the 1968 NBA draft, the Rockets were awarded the first overall pick and selected power forward Elvin Hayes, who would lead the team to its first playoff appearance in his rookie season. The Rockets did not finish a season with a winning record for almost a decade until the 1976–77 season, when they traded for All-Star center Moses Malone from the American Basketball Association (ABA). Malone went on to win the NBA Most Valuable Player (MVP) award twice while playing with the Rockets and led Houston to the Eastern Conference Finals in his first year with the team. During the 1980–81 season, the Rockets finished the regular season with a 40–42 record but still made the playoffs. Led by Malone, the Rockets reached their first NBA Finals in 1981, becoming only the second team in NBA history to do so with a losing record. They would lose in six games to the 62–20 Boston Celtics, led by Larry Bird, Robert Parish, and future Rockets head coach Kevin McHale. As of 2023, the 1980–81 Rockets are the last team since the 1958–59 Minneapolis Lakers to make it all the way to the NBA Finals with a losing record.\r\n\r\nIn the 1984 NBA draft, once again with the first overall pick, the Rockets drafted center Hakeem Olajuwon, who would become the cornerstone of the most successful period in franchise history. Paired with 7-foot-4-inch (2.24 m) Ralph Sampson, they formed one of the tallest front courts in the NBA. Nicknamed the ""Twin Towers"", they led the team to the 1986 NBA Finals—the second NBA Finals appearance in franchise history—where Houston was again defeated by Larry Bird and the 67-win Boston Celtics. The Rockets continued to reach the playoffs throughout the 1980s, but failed to advance past the first round for several years following a second-round defeat to the Seattle SuperSonics in 1987. Rudy Tomjanovich took over as head coach midway through the 1991–92 season, ushering in the most successful period in franchise history. Led by Olajuwon, the Rockets dominated the 1993–94 season, setting a then-franchise record 58 wins and went to the 1994 NBA Finals—the third NBA Finals appearance in franchise history—and won the franchise\'s first championship against Patrick Ewing and the New York Knicks. During the following season, reinforced by another All-Star, Clyde Drexler, the Rockets—in their fourth NBA Finals appearance in franchise history—repeated as champions with a four-game sweep of the Orlando Magic, which was led by a young Shaquille O\'Neal and Penny Hardaway. Houston, which finished the season with a 47–35 record and was seeded sixth in the Western Conference during the 1995 playoffs, became the lowest-seeded team in NBA history to win the title.\r\n\r\nThe Rockets acquired all-star power forward Charles Barkley in 1996, but the presence of three of the NBA\'s 50 greatest players of all-time (Olajuwon, Drexler, and Barkley) was not enough to propel Houston past the Western Conference Finals. Each one of the aging trio had left the team by 2001. The Rockets of the early 2000s, led by superstars Tracy McGrady and Yao Ming, followed the trend of consistent regular season respectability followed by playoff underachievement as both players struggled with injuries. After Yao\'s early retirement in 2011, the Rockets entered a period of rebuilding, completely dismantling and retooling their roster.\r\n\r\nThe acquisition of franchise player James Harden in 2012 launched the Rockets back into perennial championship contention throughout the rest of the 2010s, with no losing seasons in Harden\'s nine-season tenure with the team. Harden broke countless franchise and NBA records while on the team, winning three consecutive scoring titles between 2018 and 2020, and leading the team to two Western Conference Finals appearances (both times losing to the Golden State Warriors). Prior to the 2020–21 season, head coach Mike D\'Antoni and general manager Daryl Morey left the organization, prompting Harden to seek a trade. He was traded to the Brooklyn Nets[A] which started a rebuilding period.\r\n\r\nMoses Malone, Hakeem Olajuwon, and James Harden have been named the NBA\'s MVPs while playing for the Rockets, for a total of four MVP awards. The Rockets, when piloted by Morey, were renowned for popularizing the use of advanced statistical analytics (similar to sabermetrics in baseball) in player acquisitions and style of play.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612747, 'Acronym': 'LAL', 'Name': 'Los Angeles Lakers', 'Color': None, 'ConferenceId': 2, 'ConferenceName': 'Western Conference', 'DivisionId': 4, 'DivisionName': 'Pacific', 'StateId': 'CA', 'StateName': 'California', 'City': 'Los Angeles', 'Logo': 'https://cdn.nba.com/logos/nba/1610612747/global/L/logo.svg', 'History': None, 'Players': 0, 'Seasons': 0}, {'Id': 1610612759, 'Acronym': 'SAN', 'Name': 'San Antonio Spyrs', 'Color': None, 'ConferenceId': None, 'ConferenceName': None, 'DivisionId': None, 'DivisionName': None, 'StateId': None, 'StateName': None, 'City': None, 'Logo': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUxzn6HzXVoOdax-a3459uFIwuvS--r13HqQ&usqp=CAU', 'History': None, 'Players': 0, 'Seasons': 0}]"
77722,Chuck Noble,,,,,,,,,,,,"[{'Id': 1955, 'Season': '1955-56'}, {'Id': 1956, 'Season': '1956-57'}, {'Id': 1957, 'Season': '1957-58'}, {'Id': 1958, 'Season': '1958-59'}, {'Id': 1959, 'Season': '1959-60'}, {'Id': 1960, 'Season': '1960-61'}, {'Id': 1961, 'Season': '1961-62'}]","[{'Id': 1610612765, 'Acronym': 'DET', 'Name': 'Detroit Pistons', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': 2, 'DivisionName': 'Central', 'StateId': 'MI', 'StateName': 'Michigan', 'City': 'Detroit', 'Logo': 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Logo_of_the_Detroit_Pistons.svg', 'History': 'The Detroit Pistons are an American professional basketball team based in Detroit. The Pistons compete in the National Basketball Association (NBA) as a member of the Central Division of the Eastern Conference. The team plays its home games at Little Caesars Arena, located in Midtown Detroit. Founded in Fort Wayne, Indiana as a semi-professional company basketball team called the Fort Wayne Zollner Pistons in 1937, they would turn pro in 1941 as a member of the National Basketball League (NBL), where they won two NBL championships: in 1944 and 1945. The Pistons later joined the Basketball Association of America (BAA) in 1948. The NBL and BAA merged to become the NBA in 1949, and the Pistons became part of the merged league.[1][8] In 1957, the franchise moved to Detroit. The Pistons have won three NBA championships: in 1989, 1990 and 2004.', 'Players': 0, 'Seasons': 0}, {'Id': 1610612765, 'Acronym': 'FTW', 'Name': 'Fort Wayne Pistons', 'Color': None, 'ConferenceId': 1, 'ConferenceName': 'Eastern Conference', 'DivisionId': None, 'DivisionName': None, 'StateId': 'IN', 'StateName': 'Indiana', 'City': 'Fort Wayne', 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}]"
77772,Chuck Osborne,,,,,,,,,,,,"[{'Id': 1961, 'Season': '1961-62'}]","[{'Id': 1610612755, 'Acronym': 'SYR', 'Name': 'Syracuse Nationals', 'Color': None, 'ConferenceId': None, 'ConferenceName': None, 'DivisionId': None, 'DivisionName': None, 'StateId': None, 'StateName': None, 'City': None, 'Logo': None, 'History': None, 'Players': 0, 'Seasons': 0}]"
